WD13CD;WD13CDO;WD13NM
W05000170;00NGPG;Rhyl East
W05000171;00NGPH;Rhyl South
W05000172;00NGPJ;Rhyl South East
W05000173;00NGPK;Rhyl South West
W05000174;00NGPL;Rhyl West
W05000175;00NGPM;Ruthin
W05000176;00NGPN;St. Asaph East
W05000177;00NGPP;St. Asaph West
W05000178;00NGPQ;Trefnant
W05000179;00NGPR;Tremeirchion
W05000180;00NJPJ;Argoed
W05000181;00NJPK;Aston
W05000182;00NJPL;Bagillt East
W05000183;00NJPM;Bagillt West
W05000184;00NJPN;Broughton North East
W05000185;00NJPP;Broughton South
W05000186;00NJPQ;Brynford
W05000187;00NJPR;Buckley Bistre East
W05000188;00NJPS;Buckley Bistre West
W05000189;00NJPT;Buckley Mountain
W05000190;00NJPU;Buckley Pentrobin
W05000191;00NJPW;Caergwrle
W05000192;00NJPX;Caerwys
W05000193;00NJPY;Cilcain
W05000194;00NJPZ;Connah's Quay Central
W05000195;00NJQA;Connah's Quay Golftyn
W05000196;00NJQB;Connah's Quay South
W05000197;00NJQC;Connah's Quay Wepre
W05000198;00NJQD;Ewloe
W05000199;00NJQE;Ffynnongroyw
W05000200;00NJQF;Flint Castle
W05000201;00NJQG;Flint Coleshill
W05000202;00NJQH;Flint Oakenholt
W05000203;00NJQJ;Flint Trelawny
W05000204;00NJQK;Greenfield
W05000205;00NJQL;Gronant
W05000206;00NJQM;Gwernaffield
W05000207;00NJQN;Gwernymynydd
W05000208;00NJQP;Halkyn
W05000209;00NJQQ;Hawarden
W05000210;00NJQR;Higher Kinnerton
W05000211;00NJQS;Holywell Central
W05000212;00NJQT;Holywell East
W05000213;00NJQU;Holywell West
W05000214;00NJQW;Hope
W05000215;00NJQX;Leeswood
W05000216;00NJQY;Llanfynydd
W05000217;00NJQZ;Mancot
W05000218;00NJRA;Mold Broncoed
W05000219;00NJRB;Mold East
W05000220;00NJRC;Mold South
W05000221;00NJRD;Mold West
W05000222;00NJRE;Mostyn
W05000223;00NJRF;New Brighton
W05000224;00NJRG;Northop
W05000225;00NJRH;Northop Hall
W05000226;00NJRJ;Penyffordd
W05000227;00NJRK;Queensferry
W05000228;00NJRL;Saltney Mold Junction
W05000229;00NJRM;Saltney Stonebridge
W05000230;00NJRN;Sealand
W05000231;00NJRP;Shotton East
W05000232;00NJRQ;Shotton Higher
W05000233;00NJRR;Shotton West
W05000234;00NJRS;Trelawnyd and Gwaenysgor
W05000235;00NJRT;Treuddyn
W05000236;00NJRU;Whitford
W05000237;00NLNW;Acton
W05000238;00NLNX;Borras Park
W05000239;00NLNY;Bronington
W05000903;00NLNZ;Brymbo
W05000241;00NLPA;Brynyffynnon
W05000904;00NLPB;Bryn Cefn
W05000905;00NLPC;Cartrefle
W05000244;00NLPD;Cefn
W05000245;00NLPE;Dyffryn Ceiriog/Ceiriog Valley
W05000246;00NLPF;Chirk North
W05000247;00NLPG;Chirk South
W05000906;00NLPH;Coedpoeth
W05000249;00NLPJ;Erddig
W05000250;00NLPK;Esclusham
W05000251;00NLPL;Garden Village
W05000907;00NLPM;Gresford East and West
W05000253;00NLPN;Grosvenor
W05000254;00NLPP;Gwenfro
W05000908;00NLPQ;Gwersyllt East and South
W05000256;00NLPR;Gwersyllt North
W05000257;00NLPS;Gwersyllt West
W05000258;00NLPT;Hermitage
W05000909;00NLPU;Holt
W05000260;00NLPW;Johnstown
W05000261;00NLPX;Little Acton
W05000262;00NLPY;Llangollen Rural
W05000263;00NLPZ;Llay
W05000264;00NLQA;Maesydre
W05000265;00NLQB;Marchwiel
W05000266;00NLQC;Marford and Hoseley
W05000910;00NLQD;Minera
W05000268;00NLQE;New Broughton
W05000269;00NLQF;Offa
W05000270;00NLQG;Overton
W05000271;00NLQH;Pant
W05000272;00NLQJ;Penycae
W05000273;00NLQK;Penycae and Ruabon South
W05000274;00NLQL;Plas Madoc
W05000275;00NLQM;Ponciau
W05000276;00NLQN;Queensway
W05000911;00NLQP;Rhosnesni
W05000278;00NLQQ;Rossett
W05000279;00NLQR;Ruabon
W05000280;00NLQS;Smithfield
W05000281;00NLQT;Stansty
W05000912;00NLQU;Whitegate
W05000283;00NLQW;Wynnstay
W05000284;00NNQG;Aber-craf
W05000285;00NNQH;Banwy
W05000286;00NNQJ;Beguildy
W05000287;00NNQK;Berriew
W05000288;00NNQL;Blaen Hafren
W05000289;00NNQM;Bronllys
W05000290;00NNQN;Builth
W05000291;00NNQP;Bwlch
W05000292;00NNQQ;Caersws
W05000293;00NNQR;Churchstoke
W05000294;00NNQS;Crickhowell
W05000295;00NNQT;Cwm-twrch
W05000296;00NNQU;Disserth and Trecoed
W05000297;00NNQW;Dolforwyn
W05000298;00NNQX;Felin-f�ch
W05000299;00NNQY;Forden
W05000300;00NNQZ;Glantwymyn
W05000301;00NNRA;Glasbury
W05000302;00NNRB;Guilsfield
W05000303;00NNRC;Gwernyfed
W05000304;00NNRD;Hay
W05000305;00NNRE;Kerry
W05000306;00NNRF;Knighton
W05000307;00NNRG;Llanafanfawr
W05000308;00NNRH;Llanbadarn Fawr
W05000309;00NNRJ;Llanbrynmair
W05000310;00NNRK;Llandinam
W05000311;00NNRL;Llandrindod East/Llandrindod West
W05000312;00NNRM;Llandrindod North
W05000313;00NNRN;Llandrindod South
W05000314;00NNRP;Llandrinio
W05000315;00NNRQ;Llandysilio
W05000316;00NNRR;Llanelwedd
W05000317;00NNRS;Llanfair Caereinion
W05000318;00NNRT;Llanfihangel
W05000319;00NNRU;Llanfyllin
W05000320;00NNRW;Llangattock
W05000321;00NNRX;Llangors
W05000322;00NNRY;Llangunllo
W05000893;00NNRZ;Llangynidr
W05000324;00NNSA;Llanidloes
W05000325;00NNSB;Llanwddyn
W05000326;00NNSC;Llanrhaeadr-ym-Mochnant/Llansilin
W05000327;00NNSD;Llansantffraid
W05000328;00NNSE;Llanwrtyd Wells
W05000329;00NNSF;Llanyre
W05000330;00NNSG;Machynlleth
W05000331;00NNSH;Maescar/Llywel
W05000332;00NNSJ;Meifod
W05000333;00NNSK;Montgomery
W05000334;00NNSL;Nantmel
W05000335;00NNSM;Newtown Central
W05000336;00NNSN;Newtown East
W05000337;00NNSP;Newtown Llanllwchaiarn North
W05000338;00NNSQ;Newtown Llanllwchaiarn West
W05000339;00NNSR;Newtown South
W05000340;00NNST;Old Radnor
W05000341;00NNSU;Presteigne
W05000342;00NNSW;Rhayader
W05000343;00NNSX;Rhiwcynon
W05000344;00NNSY;St. David Within
W05000345;00NNSZ;St. John
W05000346;00NNTA;St. Mary
W05000347;00NNTB;Talgarth
W05000894;00NNTC;Talybont-on-Usk
W05000349;00NNTD;Tawe-Uchaf
W05000350;00NNTE;Trewern
W05000351;00NNTF;Welshpool Castle
W05000352;00NNTG;Welshpool Gungrog
W05000353;00NNTH;Welshpool Llanerchyddol
W05000354;00NNTJ;Ynyscedwyn
W05000355;00NNTK;Yscir
W05000356;00NNTL;Ystradgynlais
W05000357;00NQNP;Aberaeron
W05000358;00NQNQ;Aberporth
W05000359;00NQNR;Aberteifi/Cardigan-Mwldan
W05000360;00NQNS;Aberteifi/Cardigan-Rhyd-y-Fuwch
W05000361;00NQNT;Aberteifi/Cardigan-Teifi
W05000362;00NQNU;Aberystwyth Bronglais
W05000363;00NQNW;Aberystwyth Canol/Central
W05000364;00NQNX;Aberystwyth Gogledd/North
W05000365;00NQNY;Aberystwyth Penparcau
W05000366;00NQNZ;Aberystwyth Rheidol
W05000367;00NQPA;Beulah
W05000368;00NQPB;Borth
W05000369;00NQPC;Capel Dewi
W05000370;00NQPD;Ceulanamaesmawr
W05000371;00NQPE;Ciliau Aeron
W05000372;00NQPF;Faenor
W05000373;00NQPG;Lampeter
W05000374;00NQPH;Llanarth
W05000375;00NQPJ;Llanbadarn Fawr-Padarn
W05000376;00NQPK;Llanbadarn Fawr-Sulien
W05000377;00NQPL;Llandyfriog
W05000378;00NQPM;Llandysilio-gogo
W05000379;00NQPN;Llandysul Town
W05000380;00NQPP;Llanfarian
W05000381;00NQPQ;Llanfihangel Ystrad
W05000382;00NQPR;Llangeitho
W05000383;00NQPS;Llangybi
W05000384;00NQPT;Llanrhystyd
W05000385;00NQPU;Llansantffraed
W05000386;00NQPW;Llanwenog
W05000387;00NQPX;Lledrod
W05000388;00NQPY;Melindwr
W05000389;00NQPZ;New Quay
W05000390;00NQQA;Penbryn
W05000391;00NQQB;Pen-parc
W05000392;00NQQC;Tirymynach
W05000393;00NQQD;Trefeurig
W05000394;00NQQE;Tregaron
W05000395;00NQQF;Troedyraur
W05000396;00NQQG;Ystwyth
W05000946;00NSPH;Amroth
W05000947;00NSPJ;Burton
W05000948;00NSPK;Camrose
W05000400;00NSPL;Carew
W05000949;00NSPM;Cilgerran
W05000402;00NSPN;Clydau
W05000950;00NSPP;Crymych
W05000951;00NSPQ;Dinas Cross
W05000952;00NSPR;East Williamston
W05000406;00NSPS;Fishguard North East
W05000407;00NSPT;Fishguard North West
W05000408;00NSPU;Goodwick
W05000409;00NSPW;Haverfordwest: Castle
W05000410;00NSPX;Haverfordwest: Garth
W05000953;00NSPY;Haverfordwest: Portfield
W05000954;00NSPZ;Haverfordwest: Prendergast
W05000413;00NSQA;Haverfordwest: Priory
W05000414;00NSQB;Hundleton
W05000415;00NSQC;Johnston
W05000955;00NSQD;Kilgetty/Begelly
W05000417;00NSQE;Lampeter Velfrey
W05000418;00NSQF;Lamphey
W05000419;00NSQG;Letterston
W05000956;00NSQH;Llangwm
W05000421;00NSQJ;Llanrhian
W05000422;00NSQK;Maenclochog
W05000423;00NSQL;Manorbier
W05000957;00NSQM;Martletwy
W05000425;00NSQN;Merlin's Bridge
W05000426;00NSQP;Milford: Central
W05000427;00NSQQ;Milford: East
W05000428;00NSQR;Milford: Hakin
W05000429;00NSQS;Milford: Hubberston
W05000430;00NSQT;Milford: North
W05000431;00NSQU;Milford: West
W05000432;00NSQW;Narberth
W05000433;00NSQX;Narberth Rural
W05000434;00NSQY;Newport
W05000435;00NSQZ;Neyland: East
W05000436;00NSRA;Neyland: West
W05000437;00NSRB;Pembroke Dock: Central
W05000438;00NSRC;Pembroke Dock: Llanion
W05000439;00NSRD;Pembroke Dock: Market
W05000440;00NSRE;Pembroke Dock: Pennar
W05000441;00NSRF;Pembroke: Monkton
W05000442;00NSRG;Pembroke: St. Mary North
W05000443;00NSRH;Pembroke: St. Mary South
W05000444;00NSRJ;Pembroke: St. Michael
W05000445;00NSRK;Penally
W05000958;00NSRL;Rudbaxton
W05000447;00NSRM;St. David's
W05000448;00NSRN;St. Dogmaels
W05000449;00NSRP;St. Ishmael's
W05000450;00NSRQ;Saundersfoot
W05000451;00NSRR;Scleddau
W05000452;00NSRS;Solva
W05000453;00NSRT;Tenby: North
W05000454;00NSRU;Tenby: South
W05000455;00NSRW;The Havens
W05000456;00NSRX;Wiston
W05000457;00NUPW;Abergwili
W05000458;00NUPX;Ammanford
W05000459;00NUPY;Betws
W05000460;00NUPZ;Bigyn
W05000461;00NUQA;Burry Port
W05000462;00NUQB;Bynea
W05000463;00NUQC;Carmarthen Town North
W05000464;00NUQD;Carmarthen Town South
W05000465;00NUQE;Carmarthen Town West
W05000466;00NUQF;Cenarth
W05000467;00NUQG;Cilycwm
W05000468;00NUQH;Cynwyl Elfed
W05000469;00NUQJ;Cynwyl Gaeo
W05000470;00NUQK;Dafen
W05000471;00NUQL;Elli
W05000472;00NUQM;Felinfoel
W05000473;00NUQN;Garnant
W05000474;00NUQP;Glanamman
W05000475;00NUQQ;Glanymor
W05000476;00NUQR;Glyn
W05000477;00NUQS;Gorslas
W05000478;00NUQT;Hendy
W05000479;00NUQU;Hengoed
W05000480;00NUQW;Kidwelly
W05000481;00NUQX;Laugharne Township
W05000482;00NUQY;Llanboidy
W05000483;00NUQZ;Llanddarog
W05000484;00NURA;Llandeilo
W05000485;00NURB;Llandovery
W05000486;00NURC;Llandybie
W05000487;00NURD;Llanegwad
W05000488;00NURE;Llanfihangel Aberbythych
W05000489;00NURF;Llanfihangel-ar-Arth
W05000490;00NURG;Llangadog
W05000491;00NURH;Llangeler
W05000492;00NURJ;Llangennech
W05000493;00NURK;Llangunnor
W05000494;00NURL;Llangyndeyrn
W05000495;00NURM;Llannon
W05000496;00NURN;Llansteffan
W05000497;00NURP;Llanybydder
W05000498;00NURQ;Lliedi
W05000499;00NURR;Llwynhendy
W05000500;00NURS;Manordeilo and Salem
W05000501;00NURT;Pembrey
W05000502;00NURU;Penygroes
W05000503;00NURW;Pontamman
W05000504;00NURX;Pontyberem
W05000505;00NURY;Quarter Bach
W05000506;00NURZ;St. Clears
W05000507;00NUSA;St. Ishmael
W05000508;00NUSB;Saron
W05000509;00NUSC;Swiss Valley
W05000510;00NUSD;Trelech
W05000511;00NUSE;Trimsaran
W05000512;00NUSF;Tycroes
W05000513;00NUSG;Tyisha
W05000514;00NUSH;Whitland
W05000959;00NXNW;Bishopston
W05000960;00NXNX;Bonymaen
W05000961;00NXNY;Castle
W05000962;00NXNZ;Clydach
W05000963;00NXPA;Cockett
W05000964;00NXPB;Cwmbwrla
W05000965;00NXPC;Dunvant
W05000966;00NXPD;Fairwood
W05000967;00NXPE;Gorseinon
W05000524;00NXPF;Gower
W05000525;00NXPG;Gowerton
W05000526;00NXPH;Killay North
W05000527;00NXPJ;Killay South
W05000968;00NXPK;Kingsbridge
W05000969;00NXPL;Landore
W05000970;00NXPM;Llangyfelach
W05000971;00NXPN;Llansamlet
W05000532;00NXPP;Lower Loughor
W05000533;00NXPQ;Mawr
W05000534;00NXPR;Mayals
W05000972;00NXPS;Morriston
W05000973;00NXPT;Mynyddbach
W05000537;00NXPU;Newton
W05000538;00NXPW;Oystermouth
W05000974;00NXPX;Penclawdd
W05000975;00NXPY;Penderry
W05000976;00NXPZ;Penllergaer
W05000977;00NXQA;Pennard
W05000978;00NXQB;Penyrheol
W05000544;00NXQC;Pontardulais
W05000545;00NXQD;St. Thomas
W05000546;00NXQE;Sketty
W05000979;00NXQF;Townhill
W05000548;00NXQG;Uplands
W05000980;00NXQH;Upper Loughor
W05000550;00NXQJ;West Cross
W05000551;00NZMA;Aberavon
W05000552;00NZMB;Aberdulais
W05000553;00NZMC;Allt-wen
W05000554;00NZMD;Baglan
W05000555;00NZME;Blaengwrach
W05000556;00NZMF;Briton Ferry East
W05000557;00NZMG;Briton Ferry West
W05000558;00NZMH;Bryn and Cwmavon
W05000559;00NZMJ;Bryn-coch North
W05000560;00NZMK;Bryn-coch South
W05000561;00NZML;Cadoxton
W05000562;00NZMM;Cimla
W05000563;00NZMN;Coedffranc Central
W05000564;00NZMP;Coedffranc North
W05000565;00NZMQ;Coedffranc West
W05000566;00NZMR;Crynant
W05000567;00NZMS;Cwmllynfell
W05000568;00NZMT;Cymmer
W05000569;00NZMU;Dyffryn
W05000570;00NZMW;Glyncorrwg
W05000571;00NZMX;Glynneath
W05000572;00NZMY;Godre'r graig
W05000573;00NZMZ;Gwaun-Cae-Gurwen
W05000574;00NZNA;Gwynfi
W05000575;00NZNB;Lower Brynamman
W05000576;00NZNC;Margam
W05000577;00NZND;Neath East
W05000578;00NZNE;Neath North
W05000579;00NZNF;Neath South
W05000580;00NZNG;Onllwyn
W05000581;00NZNH;Pelenna
W05000582;00NZNJ;Pontardawe
W05000583;00NZNK;Port Talbot
W05000584;00NZNL;Resolven
W05000585;00NZNM;Rhos
W05000586;00NZNN;Sandfields East
W05000587;00NZNP;Sandfields West
W05000588;00NZNQ;Seven Sisters
W05000589;00NZNR;Tai-bach
W05000590;00NZNS;Tonna
W05000591;00NZNT;Trebanos
W05000592;00NZNU;Ystalyfera
W05000593;00PBNF;Aberkenfig
W05000594;00PBNG;Bettws
W05000595;00PBNH;Blackmill
W05000596;00PBNJ;Blaengarw
W05000896;00PBNK;Brackla
W05000598;00PBNL;Bryncethin
W05000599;00PBNM;Bryncoch
W05000897;00PBNN;Bryntirion, Laleston and Merthyr Mawr
W05000601;00PBNP;Caerau
W05000602;00PBNQ;Cefn Cribwr
W05000603;00PBNR;Cefn Glas
W05000604;00PBNS;Coity
W05000605;00PBNT;Cornelly
W05000898;00PBNU;Coychurch Lower
W05000607;00PBNW;Felindre
W05000608;00PBNX;Hendre
W05000609;00PBNY;Litchard
W05000610;00PBNZ;Llangeinor
W05000611;00PBPA;Llangewydd and Brynhyfryd
W05000612;00PBPB;Llangynwyd
W05000613;00PBPC;Maesteg East
W05000614;00PBPD;Maesteg West
W05000615;00PBPE;Morfa
W05000616;00PBPF;Nant-y-moel
W05000617;00PBPG;Newcastle
W05000618;00PBPH;Newton
W05000619;00PBPJ;Nottage
W05000620;00PBPK;Ogmore Vale
W05000899;00PBPL;Oldcastle
W05000622;00PBPM;Pendre
W05000623;00PBPN;Penprysg
W05000624;00PBPP;Pen-y-fai
W05000625;00PBPQ;Pontycymmer
W05000626;00PBPR;Porthcawl East Central
W05000627;00PBPS;Porthcawl West Central
W05000628;00PBPT;Pyle
W05000629;00PBPU;Rest Bay
W05000630;00PBPW;Sarn
W05000631;00PBPX;Ynysawdre
W05000632;00PDMZ;Baruc
W05000633;00PDNA;Buttrills
W05000634;00PDNB;Cadoc
W05000635;00PDNC;Castleland
W05000636;00PDND;Cornerswell
W05000637;00PDNE;Court
W05000638;00PDNF;Cowbridge
W05000932;00PDNG;Dinas Powys
W05000640;00PDNH;Dyfan
W05000641;00PDNJ;Gibbonsdown
W05000642;00PDNK;Illtyd
W05000933;00PDNL;Llandough
W05000644;00PDNM;Llandow/Ewenny
W05000645;00PDNN;Llantwit Major
W05000646;00PDNP;Peterston-super-Ely
W05000934;00PDNQ;Plymouth
W05000648;00PDNR;Rhoose
W05000649;00PDNS;St. Athan
W05000650;00PDNT;St. Augustine's
W05000651;00PDNU;St. Bride's Major
W05000652;00PDNW;Stanwell
W05000935;00PDNX;Sully
W05000654;00PDNY;Wenvoe
W05000655;00PFPH;Aberaman North
W05000656;00PFPJ;Aberaman South
W05000657;00PFPK;Abercynon
W05000658;00PFPL;Aberdare East
W05000659;00PFPM;Aberdare West/Llwydcoed
W05000660;00PFPN;Beddau
W05000661;00PFPP;Brynna
W05000662;00PFPQ;Church Village
W05000663;00PFPR;Cilfynydd
W05000664;00PFPS;Cwm Clydach
W05000665;00PFPT;Cwmbach
W05000666;00PFPU;Cymmer
W05000667;00PFPW;Ferndale
W05000668;00PFPX;Gilfach Goch
W05000669;00PFPY;Glyncoch
W05000670;00PFPZ;Graig
W05000671;00PFQA;Hawthorn
W05000672;00PFQB;Hirwaun
W05000889;00PFQC;Llanharan
W05000890;00PFQD;Llanharry
W05000675;00PFQE;Llantrisant Town
W05000676;00PFQF;Llantwit Fardre
W05000677;00PFQG;Llwyn-y-pia
W05000678;00PFQH;Maerdy
W05000679;00PFQJ;Mountain Ash East
W05000680;00PFQK;Mountain Ash West
W05000681;00PFQL;Penrhiwceiber
W05000682;00PFQM;Pentre
W05000683;00PFQN;Pen-y-graig
W05000684;00PFQP;Pen-y-waun
W05000891;00PFQQ;Pont-y-clun
W05000686;00PFQR;Pontypridd Town
W05000687;00PFQS;Porth
W05000688;00PFQT;Rhigos
W05000689;00PFQU;Rhondda
W05000690;00PFQW;Rhydfelen Central/Ilan
W05000691;00PFQX;Taffs Well
W05000892;00PFQY;Talbot Green
W05000693;00PFQZ;Ton-teg
W05000694;00PFRA;Tonypandy
W05000695;00PFRB;Tonyrefail East
W05000696;00PFRC;Tonyrefail West
W05000697;00PFRD;Trallwng
W05000698;00PFRE;Trealaw
W05000699;00PFRF;Treforest
W05000700;00PFRG;Treherbert
W05000701;00PFRH;Treorchy
W05000702;00PFRJ;Tylorstown
W05000703;00PFRK;Tyn-y-nant
W05000704;00PFRL;Ynyshir
W05000705;00PFRM;Ynysybwl
W05000706;00PFRN;Ystrad
W05000707;00PHMA;Bedlinog
W05000708;00PHMB;Cyfarthfa
W05000709;00PHMC;Dowlais
W05000710;00PHMD;Gurnos
W05000711;00PHME;Merthyr Vale
W05000712;00PHMF;Park
W05000713;00PHMG;Penydarren
W05000714;00PHMH;Plymouth
W05000715;00PHMJ;Town
W05000716;00PHMK;Treharris
W05000895;00PHML;Vaynor
W05000718;00PKNP;Aberbargoed
W05000719;00PKNQ;Abercarn
W05000720;00PKNR;Aber Valley
W05000721;00PKNS;Argoed
W05000722;00PKNT;Bargoed
W05000723;00PKNU;Bedwas, Trethomas and Machen
W05000724;00PKNW;Blackwood
W05000919;00PKNX;Cefn Fforest
W05000726;00PKNY;Crosskeys
W05000920;00PKNZ;Crumlin
W05000728;00PKPA;Darren Valley
W05000729;00PKPB;Gilfach
W05000730;00PKPC;Hengoed
W05000921;00PKPD;Llanbradach
W05000922;00PKPE;Maesycwmmer
W05000923;00PKPF;Morgan Jones
W05000734;00PKPG;Moriah
W05000735;00PKPH;Nelson
W05000736;00PKPJ;Newbridge
W05000737;00PKPK;New Tredegar
W05000924;00PKPL;Pengam
W05000925;00PKPM;Penmaen
W05000926;00PKPN;Penyrheol
W05000927;00PKPP;Pontllanfraith
W05000742;00PKPQ;Pontlottyn
W05000928;00PKPR;Risca East
W05000929;00PKPS;Risca West
W05000745;00PKPT;St. Cattwg
W05000930;00PKPU;St. James
W05000931;00PKPW;St. Martins
W05000748;00PKPX;Twyn Carno
W05000749;00PKPY;Ynysddu
W05000750;00PKPZ;Ystrad Mynach
W05000751;00PLMA;Abertillery
W05000936;00PLMB;Badminton
W05000937;00PLMC;Beaufort
W05000938;00PLMD;Blaina
W05000939;00PLME;Brynmawr
W05000940;00PLMF;Cwm
W05000941;00PLMG;Cwmtillery
W05000942;00PLMH;Ebbw Vale North
W05000943;00PLMJ;Ebbw Vale South
W05000760;00PLMK;Georgetown
W05000761;00PLML;Llanhilleth
W05000944;00PLMM;Nantyglo
W05000945;00PLMN;Rassau
W05000764;00PLMP;Sirhowy
W05000765;00PLMQ;Six Bells
W05000766;00PLMR;Tredegar Central and West
W05000767;00PMNC;Abersychan
W05000768;00PMND;Blaenavon
W05000769;00PMNE;Brynwern
W05000770;00PMNF;Coed Eva
W05000771;00PMNG;Croesyceiliog North
W05000772;00PMNH;Croesyceiliog South
W05000773;00PMNJ;Cwmyniscoy
W05000774;00PMNK;Fairwater
W05000775;00PMNL;Greenmeadow
W05000776;00PMNM;Llantarnam
W05000777;00PMNN;Llanyrafon North
W05000778;00PMNP;Llanyrafon South
W05000779;00PMNQ;New Inn
W05000780;00PMNR;Panteg
W05000781;00PMNS;Pontnewydd
W05000782;00PMNT;Pontnewynydd
W05000783;00PMNU;Pontypool
W05000784;00PMNW;St. Cadocs and Penygarn
W05000785;00PMNX;St. Dials
W05000786;00PMNY;Snatchwood
W05000787;00PMNZ;Trevethin
W05000788;00PMPA;Two Locks
W05000789;00PMPB;Upper Cwmbran
W05000790;00PMPC;Wainfelin
W05000791;00PPNQ;Caerwent
W05000792;00PPNR;Caldicot Castle
W05000793;00PPNS;Cantref
W05000794;00PPNT;Castle
W05000795;00PPNU;Croesonen
W05000796;00PPNW;Crucorney
W05000797;00PPNX;Devauden
W05000798;00PPNY;Dewstow
W05000799;00PPNZ;Dixton with Osbaston
W05000800;00PPPA;Drybridge
W05000801;00PPPB;Goetre Fawr
W05000802;00PPPC;Green Lane
W05000803;00PPPD;Grofield
W05000804;00PPPE;Lansdown
W05000805;00PPPF;Larkfield
W05000806;00PPPG;Llanbadoc
W05000807;00PPPH;Llanelly Hill
W05000808;00PPPJ;Llanfoist Fawr
W05000809;00PPPK;Llangybi Fawr
W05000810;00PPPL;Llanover
W05000811;00PPPM;Llantilio Crossenny
W05000812;00PPPN;Llanwenarth Ultra
W05000813;00PPPP;Mardy
W05000814;00PPPQ;Mill
W05000815;00PPPR;Mitchel Troy
W05000816;00PPPS;Overmonnow
W05000817;00PPPT;Portskewett
W05000818;00PPPU;Priory
W05000819;00PPPW;Raglan
W05000820;00PPPX;Rogiet
W05000821;00PPPY;St. Arvans
W05000822;00PPPZ;St. Christopher's
W05000823;00PPQA;St. Kingsmark
W05000824;00PPQB;St. Mary's
W05000825;00PPQC;Severn
W05000826;00PPQD;Shirenewton
W05000827;00PPQE;The Elms
W05000828;00PPQF;Thornwell
W05000829;00PPQG;Trellech United
W05000830;00PPQH;Usk
W05000831;00PPQJ;West End
W05000832;00PPQK;Wyesham
W05000833;00PRMX;Allt-yr-yn
W05000834;00PRMY;Alway
W05000835;00PRMZ;Beechwood
W05000836;00PRNA;Bettws
W05000837;00PRNB;Caerleon
W05000838;00PRNC;Gaer
W05000839;00PRND;Graig
W05000840;00PRNE;Langstone
W05000841;00PRNF;Liswerry
W05000842;00PRNG;Llanwern
W05000843;00PRNH;Malpas
W05000844;00PRNJ;Marshfield
W05000845;00PRNK;Pillgwenlly
W05000846;00PRNL;Ringland
W05000847;00PRNM;Rogerstone
W05000848;00PRNN;St. Julians
W05000849;00PRNP;Shaftesbury
W05000850;00PRNQ;Stow Hill
W05000851;00PRNR;Tredegar Park
W05000852;00PRNS;Victoria
W05000853;00PTNF;Adamsdown
W05000854;00PTNG;Butetown
W05000855;00PTNH;Caerau
W05000856;00PTNJ;Canton
W05000857;00PTNK;Cathays
W05000858;00PTNL;Creigiau/St. Fagans
W05000859;00PTNM;Cyncoed
W05000860;00PTNN;Ely
W05000861;00PTNP;Fairwater
W05000862;00PTNQ;Gabalfa
W05000863;00PTNR;Grangetown
W05000864;00PTNS;Heath
W05000865;00PTNT;Lisvane
W05000866;00PTNU;Llandaff
W05000867;00PTNW;Llandaff North
W05000868;00PTNX;Llanishen
W05000869;00PTNY;Llanrumney
W05000870;00PTNZ;Pentwyn
W05000871;00PTPA;Pentyrch
W05000872;00PTPB;Penylan
W05000873;00PTPC;Plasnewydd
W05000900;00PTPD;Pontprennau/Old St. Mellons
W05000875;00PTPE;Radyr
W05000876;00PTPF;Rhiwbina
W05000877;00PTPG;Riverside
W05000901;00PTPH;Rumney
W05000879;00PTPJ;Splott
W05000902;00PTPK;Trowbridge
W05000881;00PTPL;Whitchurch and Tongwynlais
S13002476;00QAMA;Dyce/Bucksburn/Danestone
S13002477;00QAMB;Bridge of Don
S13002478;00QAMC;Kingswells/Sheddocksley
S13002479;00QAMD;Northfield
S13002480;00QAME;Hilton/Stockethill
S13002481;00QAMF;Tillydrone/Seaton/Old Aberdeen
S13002482;00QAMG;Midstocket/Rosemount
S13002483;00QAMH;George St/Harbour
S13002484;00QAMJ;Lower Deeside
S13002485;00QAMK;Hazlehead/Ashley/Queens Cross
S13002486;00QAML;Airyhall/Broomhill/Garthdee
S13002487;00QAMM;Torry/Ferryhill
S13002488;00QAMN;Kincorth/Loirston
S13002489;00QBMA;Banff and District
S13002490;00QBMB;Troup
S13002491;00QBMC;Fraserburgh and District
S13002492;00QBMD;Central Buchan
S13002493;00QBME;Peterhead North and Rattray
S13002494;00QBMF;Peterhead South and Cruden
S13002495;00QBMG;Turriff and District
S13002496;00QBMH;Mid Formartine
S13002497;00QBMJ;Ellon and District
S13002498;00QBMK;West Garioch
S13002499;00QBML;Inverurie and District
S13002500;00QBMM;East Garioch
S13002501;00QBMN;Westhill and District
S13002502;00QBMP;Huntly, Strathbogie and Howe of Alford
S13002503;00QBMQ;Aboyne, Upper Deeside and Donside
S13002504;00QBMR;Banchory and Mid Deeside
S13002505;00QBMS;North Kincardine
S13002506;00QBMT;Stonehaven and Lower Deeside
S13002507;00QBMU;Mearns
S13002508;00QCMA;Kirriemuir and Dean
S13002509;00QCMB;Brechin and Edzell
S13002510;00QCMC;Forfar and District
